datetime.datetime.now(),getAccelX(),getAccelY(),getAccelZ(),getGyroX(),getGyroY(),getGyroZ(),get_x_rotation(),get_y_rotation(),throttle,steering,movement
2019-02-13 15:43:58.963117,-2324,2456,19120,-957,569,2546,7.8936522655637535,5.7330266530724865,255,x,x
2019-02-13 15:43:59.232387,-1968,1832,15348,-481,-243,1642,-1.417464341617585,3.2535549544435547,255,x,x
2019-02-13 15:43:59.501774,-1652,268,16728,-299,34,766,1.7925648167909969,0.7008431156722535,255,x,x
2019-02-13 15:43:59.770991,616,760,16404,-177,81,-31,1.850924465156145,-1.3131624721691784,255,x,x
2019-02-13 15:44:00.046166,172,540,16740,-305,60,7,1.9501149573518077,-0.5581986907158873,255,x,x
2019-02-13 15:44:00.315764,484,608,16664,-308,95,32,1.536386487210783,-1.167086252083088,255,x,x
2019-02-13 15:44:00.585366,220,608,16744,-284,95,19,2.0819626646685627,-0.9294174919167818,255,x,x
2019-02-13 15:44:00.854931,4,544,16656,-284,70,33,1.8089395334833982,-0.9036109223112695,255,x,x
2019-02-13 15:44:01.124547,144,560,16708,-321,83,41,1.9267857108213875,-0.946411902021807,255,x,x
2019-02-13 15:44:01.394259,236,600,16740,-300,83,42,1.9672880848317198,-0.0,255,x,x
2019-02-13 15:44:01.663705,280,608,16600,-299,92,-251,1.7354991447003056,-0.8247736345695742,255,x,x
2019-02-13 15:44:01.925653,64,532,16828,-14,77,33,2.3140906097631992,-1.236044537928167,255,x,x
2019-02-13 15:44:02.187635,184,628,16852,-291,91,42,1.8404680209324238,-0.9159527927011706,255,x,x
2019-02-13 15:44:02.450014,4,652,16844,-334,77,26,2.620417778972162,-0.942234069876883,255,x,x
2019-02-13 15:44:02.719823,80,564,16384,-298,89,16,1.6946775325298424,-0.757576956493682,255,x,x
