datetime.now(),getAccelX(),getAccelY(),getAccelZ(),getAccelXScaled(),getAccelYScaled(),getAccelZScaled(),getGyroX(),getGyroY(),getGyroZ(),getGyroXScaled(),getGyroYScaled(),getGyroZScaled(),getXRotation(),getYRotation(),getForwardProximity(),steering_angle,throttle
2019-03-13 19:31:43.372176,56,816,16892,0.002685546875,0.047119140625,1.012939453125,-330,88,27,-2.068702290076336,0.8091603053435115,0.19083969465648856,2.875957883768926,-0.05503184113581295,44.15,97,9409
2019-03-13 19:31:43.504095,180,780,16696,0.005615234375,0.05078125,1.003173828125,-281,96,38,-2.6106870229007635,0.7099236641221374,0.1984732824427481,2.555191076686878,-0.1790998810759576,44.24,98,9604
2019-03-13 19:31:43.636028,52,780,16628,0.0029296875,0.032958984375,1.0,-268,106,29,-2.3587786259541983,0.7022900763358778,0.26717557251908397,3.127116947146536,-0.0,44.62,99,9801
2019-03-13 19:31:43.767939,44,760,16656,0.00634765625,0.042236328125,1.0244140625,-336,101,25,-2.3435114503816794,0.48854961832061067,0.26717557251908397,2.7537976879465447,-0.5127303444939753,45.08,100,10000
2019-03-13 19:31:43.899970,32,852,16720,0.0078125,0.061279296875,1.029052734375,-25,65,48,-2.2977099236641223,0.5801526717557252,0.13740458015267176,3.2806747959616964,-0.38923268224024427,45.03,101,10201
2019-03-13 19:31:44.031958,60,760,16880,0.00439453125,0.05517578125,1.006591796875,-309,84,43,-2.450381679389313,0.732824427480916,0.1984732824427481,2.0569241914494496,-0.3974248905985504,44.63,102,10404
2019-03-13 19:31:44.164178,72,536,16700,0.000244140625,0.045166015625,1.029541015625,-304,88,55,-2.213740458015267,0.7099236641221374,0.10687022900763359,2.9446014029121828,-0.3528198139169198,44.17,103,10609
2019-03-13 19:31:44.296415,168,840,16568,0.00341796875,0.048583984375,1.0126953125,-273,83,16,-2.2442748091603053,0.8091603053435115,0.21374045801526717,2.8525942762258047,-0.2342686521593019,44.64,104,10816
2019-03-13 19:31:44.428372,12,860,16644,0.000244140625,0.058349609375,1.0068359375,-255,75,47,-2.3969465648854964,0.648854961832061,0.1984732824427481,2.902347216844393,-0.05562605993310229,44.63,105,11025
2019-03-13 19:31:44.560335,140,740,16532,0.005859375,0.048583984375,1.021484375,-263,80,19,-2.267175572519084,0.5877862595419847,0.35877862595419846,2.733428797501704,-0.4926992720804239,44.59,106,11236
2019-03-13 19:31:44.692239,84,1004,16440,0.003173828125,0.062255859375,1.01416015625,-274,106,17,-0.05343511450381679,0.7709923664122137,0.17557251908396945,3.1461385640604957,-0.09664976429465894,44.18,107,11449
2019-03-13 19:31:44.824158,100,736,16632,0.008056640625,0.048828125,1.01904296875,-271,103,19,-2.3740458015267176,0.7251908396946565,0.24427480916030533,3.3074186227859297,0.6847871669378598,44.21,108,11664
2019-03-13 19:31:44.956158,148,1008,16680,0.005859375,0.046142578125,1.009033203125,-512,93,21,-2.381679389312977,0.6106870229007634,0.4122137404580153,2.523982393920036,0.6261242275598836,44.17,109,11881
2019-03-13 19:31:45.088141,40,808,16680,0.0048828125,0.059814453125,1.01171875,-262,80,50,-2.099236641221374,0.7404580152671756,0.3435114503816794,2.7127237858110393,-0.38545783226618263,44.25,110,12100
2019-03-13 19:31:45.220159,116,792,16832,0.0087890625,0.04443359375,1.02099609375,-326,85,35,-0.3053435114503817,0.7938931297709924,0.24427480916030533,3.0775478760748376,-0.06947668437992657,44.2,111,12321
2019-03-13 19:31:45.352114,108,816,16720,0.007080078125,0.050048828125,1.015380859375,-308,78,38,-2.5267175572519083,0.8015267175572519,0.022900763358778626,2.7879917772048644,-0.6268455190321613,44.2,112,12544
2019-03-13 19:31:45.484230,188,584,16604,0.005615234375,0.05224609375,1.011474609375,-278,93,60,-2.122137404580153,0.7404580152671756,0.0916030534351145,2.918977281843505,-0.42462536679765556,44.2,113,12769
2019-03-13 19:31:45.616289,84,744,16780,0.0,0.0498046875,1.009033203125,-307,107,24,-3.9083969465648853,0.7175572519083969,0.22137404580152673,2.2932552786877842,-0.27525325548019763,44.88,114,12996
2019-03-13 19:31:45.748419,44,848,16744,0.011962890625,0.04833984375,1.01220703125,-511,71,37,-2.015267175572519,0.7557251908396947,0.22900763358778625,3.0419438399856635,-0.3902196081282982,44.26,115,13225
2019-03-13 19:31:45.880331,76,868,16488,0.002197265625,0.052734375,1.03076171875,-296,72,21,-2.3435114503816794,0.7022900763358778,0.1984732824427481,3.5094150163140716,-0.2929251678930396,44.63,116,13456
2019-03-13 19:31:46.012308,56,640,16608,0.000732421875,0.048828125,1.01318359375,-308,63,29,-2.1755725190839694,0.5725190839694656,0.183206106870229,3.51591562541369,-0.2881663111160116,44.2,117,13689
2019-03-13 19:31:46.144231,64,1016,16612,0.008056640625,0.048828125,1.00244140625,-315,79,23,-2.099236641221374,0.6030534351145038,0.1450381679389313,2.5568671820659077,-0.15207934155533934,45.06,118,13924
2019-03-13 19:31:46.276318,116,676,16524,0.0048828125,0.048095703125,1.003662109375,-332,100,31,-2.450381679389313,0.7251908396946565,0.19083969465648856,2.668803155852008,-0.19132517485208497,44.95,119,14161
2019-03-13 19:31:46.408682,140,888,16680,0.00390625,0.044677734375,1.012939453125,-304,92,43,-2.030534351145038,0.5572519083969466,0.2366412213740458,2.5263460613526645,-0.5792588153070909,44.69,120,14400
2019-03-13 19:31:46.540835,148,776,16568,0.0009765625,0.056396484375,1.0068359375,-331,75,40,-2.0,0.6335877862595419,0.26717557251908397,2.866419254342383,-0.1511198256813612,44.74,121,14641
2019-03-13 19:31:46.672804,160,752,16836,0.011474609375,0.050048828125,1.01513671875,-268,102,34,-2.183206106870229,0.6183206106870229,0.33587786259541985,2.7269663000616653,-0.289658151038525,44.16,122,14884
2019-03-13 19:31:46.804771,92,888,16864,0.00390625,0.0498046875,1.00927734375,-21,93,29,-2.3969465648854964,0.7099236641221374,0.3816793893129771,2.8494488391417545,0.05530967866747062,43.82,123,15129
2019-03-13 19:31:46.936703,64,820,16468,0.0068359375,0.049560546875,1.009033203125,-331,102,49,-2.1755725190839694,0.6641221374045801,0.08396946564885496,3.4196237536314724,-0.0,45.1,124,15376
